symbol,name,reportDate,fiscalDateEnding,estimate,currency
NBHC,National Bank Holdings Corp - Class A,2023-10-25,2023-09-30,0.86,USD
NBIO,NBIO,2023-11-10,2023-09-30,,USD
NBIX,Neurocrine Biosciences Inc,2023-10-30,2023-09-30,0.97,USD
NBN,Northeast Bank,2023-10-30,2023-09-30,1.56,USD
NBND,NBND,2023-11-08,2023-09-30,,USD
NBR,Nabors Industries Ltd,2023-10-23,2023-09-30,0.44,USD
NBRI,NBRI,2023-10-30,2023-09-30,,USD
NBRV,NBRV,2023-11-09,2023-09-30,-1.95,USD
NBRVF,NBRVF,2023-09-25,2023-06-30,-2.3,USD
NBRVF,NBRVF,2023-11-09,2023-09-30,-1.95,USD
NBSE,NeuBase Therapeutics Inc,2023-12-19,2023-09-30,-1.82,USD
NBTB,NBT Bancorp. Inc,2023-10-23,2023-09-30,0.69,USD
NBVAF,NBVAF,2023-12-21,2023-10-31,,USD
NBY,Novabay Pharmaceuticals Inc,2023-11-13,2023-09-30,-0.4,USD
NC,Nacco Industries Inc - Class A,2023-11-01,2023-09-30,,USD
NCLH,Norwegian Cruise Line Holdings Ltd,2023-11-06,2023-09-30,0.71,USD
NCLLF,NCLLF,2023-10-03,2023-09-30,,GBP
NCMGF,NCMGF,2023-10-23,2023-09-30,0,USD
NCMGY,NCMGY,2023-10-23,2023-09-30,0,USD
NCMI,National Cinemedia Inc,2023-11-06,2023-09-30,-0.15,USD
NCNA,NuCana plc,2023-11-14,2023-09-30,-0.12,GBP
NCNO,Ncino Inc,2023-11-30,2023-10-31,0.1116,USD
NCPL,Netcapital Inc,2023-12-11,2023-10-31,0.1,USD
NCR,NCR Corp,2023-10-23,2023-09-30,0.97,USD
NCSM,NCS Multistage Holdings Inc,2023-10-30,2023-09-30,2.59,USD
NCTY,The9 Ltd,2023-11-29,2023-09-30,0,CNY
NDAQ,Nasdaq Inc - 144A,2023-10-17,2023-09-30,0.68,USD
NDBKY,NDBKY,2023-10-30,2023-09-30,0,ZAR
NDCVF,NDCVF,2023-10-17,2023-09-30,0.0425,USD
NDEKY,NDEKY,2023-10-30,2023-09-30,0.6122,JPY
NDLS,Noodles & Company - Class A,2023-11-01,2023-09-30,-0.01,USD
NDRA,ENDRA Life Sciences Inc,2023-11-13,2023-09-30,-0.43,USD
NDSN,Nordson Corp,2023-12-12,2023-10-31,2.4,USD
NDVAF,NDVAF,2023-11-20,2023-09-30,-0.01,CAD
NE,Noble Corp Plc - Class A,2023-10-31,2023-09-30,0.8356,USD
NECB,NorthEast Community Bancorp Inc,2023-10-26,2023-09-30,0.68,USD
NEE,NextEra Energy Inc,2023-10-26,2023-09-30,0.86,USD
NEGG,Newegg Commerce Inc,2023-11-29,2023-09-30,-0.06,USD
NEGXF,NEGXF,2023-11-06,2023-09-30,,CAD
NEM,Newmont Corp,2023-10-30,2023-09-30,0.72,USD
NEN,New England Realty Associates LP,2023-11-06,2023-09-30,0,USD
NEO,Neogenomics Inc,2023-11-06,2023-09-30,-0.08,USD
NEOG,Neogen Corp,2023-09-25,2023-08-31,0.12,USD
NEOM,NEOM,2023-11-13,2023-09-30,0,USD
NEON,Neonode Inc,2023-11-08,2023-09-30,,USD
NEOV,NeoVolta Inc,2023-11-29,2023-09-30,-0.01,USD
NEP,NextEra Energy Partners LP,2023-10-26,2023-09-30,0.42,USD
NEPH,Nephros Inc,2023-10-31,2023-09-30,-0.06,USD
NEPT,Neptune Wellness Solutions Inc,2023-11-13,2023-09-30,-9.02,USD
NERV,Minerva Neurosciences Inc,2023-11-07,2023-09-30,-0.77,USD
NESR,NESR,2023-11-01,2023-09-30,0.21,USD
NET,Cloudflare Inc - Class A,2023-11-01,2023-09-30,0.1,USD
NETI,Eneti Inc,2023-11-06,2023-09-30,0.27,USD
NETWD,NETWD,2023-10-24,2023-08-31,,CAD
NETWF,NETWF,2023-10-24,2023-08-31,,CAD
NEU,NewMarket Corp,2023-10-23,2023-09-30,,USD
NEVDF,NEVDF,2023-11-13,2023-09-30,,USD
NEWH,NEWH,2023-11-07,2023-09-30,,USD
NEWP,New Pacific Metals Corp - New,2023-11-02,2023-09-30,-0.01,USD
NEWR,New Relic Inc,2023-11-06,2023-09-30,0.39,USD
NEWT,NewtekOne Inc,2023-11-06,2023-09-30,0.37,USD
NEWUF,NEWUF,2023-11-06,2023-09-30,,CAD
NEX,NexTier Oilfield Solutions Inc,2023-10-23,2023-09-30,0.5,USD
NEXA,Nexa Resources S.A.,2023-10-25,2023-09-30,-0.11,USD
NEXCF,NEXCF,2023-11-15,2023-09-30,-0.03,CAD
NEXI,Neximmune Inc,2023-11-13,2023-09-30,-0.3,USD
NEXNF,NEXNF,2023-09-26,2023-08-31,,USD
NEXOY,NEXOY,2023-11-09,2023-09-30,0.2309,JPY
NEXT,NextDecade Corporation,2023-11-08,2023-09-30,-0.14,USD
NFBK,Northfield Bancorp Inc,2023-10-24,2023-09-30,0.19,USD
NFE,New Fortress Energy Inc - Class A,2023-11-06,2023-09-30,0.62,USD
NFG,National Fuel Gas Company,2023-11-01,2023-09-30,0.85,USD
NFGC,New Found Gold Corp,2023-11-06,2023-09-30,-0.07,CAD
NFLX,Netflix Inc,2023-10-18,2023-09-30,3.51,USD
NFYEF,NFYEF,2023-11-06,2023-09-30,-0.395,USD
NG,Novagold Resources Inc,2023-10-03,2023-08-31,-0.02,USD
NGD,New Gold Inc,2023-11-01,2023-09-30,0.02,USD
NGENF,NGENF,2023-11-13,2023-09-30,,CAD
NGG,National Grid Plc,2023-11-09,2023-09-30,0,GBP
NGL,NGL Energy Partners LP,2023-11-07,2023-09-30,-0.01,USD
NGLOY,NGLOY,2023-10-24,2023-09-30,0,USD
NGM,Ngm Biopharmaceuticals Inc,2023-11-01,2023-09-30,-0.42,USD
NGMS,NeoGames SA,2023-11-07,2023-09-30,-0.08,USD
NGPHF,NGPHF,2023-11-27,2023-09-30,,USD
NGS,Natural Gas Services Group Inc,2023-11-13,2023-09-30,0.07,USD
NGVC,Natural Grocers by Vitamin Cottage Inc,2023-11-15,2023-09-30,0.2,USD
NGVT,Ingevity Corp,2023-10-31,2023-09-30,1.22,USD
NGXXF,NGXXF,2023-11-23,2023-09-30,,CAD
NH,NH,2023-11-01,2023-09-30,,USD
NHAWF,NHAWF,2023-12-11,2023-10-31,,CAD
NHC,National Healthcare Corp,2023-11-01,2023-09-30,,USD
NHI,National Health Investors Inc,2023-11-06,2023-09-30,0.7,USD
NHIQ,NHIQ,2023-11-01,2023-09-30,,USD
NHTC,Natural Health Trends Corp,2023-10-31,2023-09-30,,USD
NHWK,NightHawk Biosciences Inc,2023-11-13,2023-09-30,-0.35,USD
NHYDY,NHYDY,2023-10-24,2023-09-30,0.1,NOK
NI,NiSource Inc,2023-11-06,2023-09-30,0.13,USD
NIC,Nicolet Bankshares Inc,2023-10-24,2023-09-30,1.57,USD
NICE,NICE Ltd,2023-11-09,2023-09-30,2.14,USD
NICH,NICH,2023-11-01,2023-08-31,0,USD
NICK,Nicholas Financial Inc,2023-11-02,2023-09-30,,USD
NIDB,NIDB,2023-10-19,2023-09-30,,USD
NIFCF,NIFCF,2023-10-26,2023-09-30,,JPY
NIHK,NIHK,2023-11-20,2023-09-30,,USD
NINE,Nine Energy Service Inc,2023-11-06,2023-09-30,-0.23,USD
NINOF,NINOF,2023-11-09,2023-09-30,,JPY
NINOY,NINOY,2023-11-09,2023-09-30,0.1816,JPY
NIO,NIO Inc,2023-11-08,2023-09-30,-0.3,CNY
NIOBF,NIOBF,2023-11-13,2023-09-30,,USD
NIOVF,NIOVF,2023-11-15,2023-09-30,,CAD
NIR,Near Intelligence Inc,2023-11-13,2023-09-30,-0.3,USD
NISUY,NISUY,2023-11-06,2023-09-30,0,JPY
NIU,Niu Technologies,2023-11-20,2023-09-30,,CNY
NJDCY,NJDCY,2023-10-24,2023-09-30,0.1468,JPY
NJR,New Jersey Resources Corporation,2023-11-15,2023-09-30,0.34,USD
NKE,Nike Inc - Class B,2023-09-28,2023-08-31,0.74,USD
NKE,Nike Inc - Class B,2023-12-18,2023-11-30,0.962,USD
NKLA,Nikola Corp,2023-11-01,2023-09-30,-0.15,USD
NKSH,National Bankshares Inc,2023-10-18,2023-09-30,0.54,USD
NKTR,Nektar Therapeutics,2023-11-01,2023-09-30,-0.2,USD
NKTX,Nkarta Inc,2023-11-07,2023-09-30,-0.7,USD
NL,NL Industries Inc,2023-10-31,2023-09-30,0.04,USD
NLCP,NLCP,2023-11-09,2023-09-30,0.28,USD
NLS,Nautilus Inc,2023-11-07,2023-09-30,-0.26,USD
NLST,NLST,2023-10-25,2023-09-30,-0.05,USD
NLTX,Neoleukin Therapeutics Inc,2023-11-13,2023-09-30,-0.095,USD
NLVVF,NLVVF,2023-11-13,2023-09-30,,CAD
NLY,Annaly Capital Management Inc,2023-10-24,2023-09-30,0.69,USD
NM,Navios Maritime Holdings Inc,2023-11-20,2023-09-30,4.31,USD
NMFC,New Mountain Finance Corp,2023-11-06,2023-09-30,0.4,USD
NMG,Nouveau Monde Graphite Inc,2023-11-09,2023-09-30,-0.14,CAD
NMGX,NMGX,2023-11-15,2023-09-30,0,USD
NMIH,NMI Holdings Inc - Class A,2023-10-30,2023-09-30,0.91,USD
NMLSF,NMLSF,2023-11-22,2023-09-30,,CAD
NMM,Navios Maritime Partners L.P.,2023-11-06,2023-09-30,2.8,USD
NMR,Nomura Holdings Inc,2023-11-01,2023-09-30,0.1047,USD
NMRD,Nemaura Medical Inc,2023-11-13,2023-09-30,-0.11,USD
NMRK,Newmark Group Inc - Class A,2023-10-26,2023-09-30,0.3,USD
NMTC,NeuroOne Medical Technologies Corp,2023-12-11,2023-09-30,-0.17,USD
NMTR,NMTR,2023-11-06,2023-09-30,,USD
NMTRQ,NMTRQ,2023-09-25,2023-06-30,-0.44,USD
NMTRQ,NMTRQ,2023-11-06,2023-09-30,,USD
NMYSF,NMYSF,2023-09-25,2023-07-31,,CAD
NN,NextNav Inc,2023-11-13,2023-09-30,-0.135,USD
NNAX,NNAX,2023-11-16,2023-09-30,,USD
NNBR,NN Inc,2023-10-30,2023-09-30,-0.06,USD
NNDM,Nano Dimension Ltd,2023-11-29,2023-09-30,,USD
NNGRY,NNGRY,2023-11-16,2023-09-30,0.7982,EUR
NNI,Nelnet Inc - Class A,2023-11-06,2023-09-30,1.2,USD
NNMX,NNMX,2023-11-13,2023-09-30,,USD
NNN,NNN REIT Inc,2023-10-31,2023-09-30,0.47,USD
NNOX,Nano X Imaging Ltd,2023-11-08,2023-09-30,-0.3,USD
NNUP,NNUP,2023-11-13,2023-09-30,,USD
NNVC,NanoViricides Inc,2023-11-29,2023-09-30,-0.17,USD
NNWWF,NNWWF,2023-12-05,2023-10-31,,CAD
NNXPF,NNXPF,2023-11-13,2023-09-30,,CAD
NOA,North American Construction Group Ltd,2023-10-24,2023-09-30,0.47,CAD
NOAH,Noah Holdings Ltd,2023-11-19,2023-09-30,,CNY
NOBH,NOBH,2023-12-20,2023-10-31,,USD
NOC,Northrop Grumman Corp,2023-10-25,2023-09-30,5.77,USD
NODK,NI Holdings Inc,2023-11-06,2023-09-30,,USD
NOG,Northern Oil and Gas Inc,2023-11-06,2023-09-30,1.68,USD
NOK,Nokia Corp,2023-10-19,2023-09-30,0.0836,EUR
NOMD,Nomad Foods Ltd,2023-11-09,2023-09-30,0.41,EUR
NOPMF,NOPMF,2023-11-09,2023-09-30,,USD
NORNQ,NORNQ,2023-11-07,2023-09-30,0,USD
NOTE,FiscalNote Holdings Inc - Class A,2023-11-13,2023-09-30,-0.0869,USD
NOTV,Inotiv Inc,2023-12-11,2023-09-30,-0.33,USD
NOV,NOV Inc,2023-10-26,2023-09-30,0.34,USD
NOVA,Sunnova Energy International Inc,2023-10-24,2023-09-30,-0.15,USD
NOVC,NOVC,2023-11-09,2023-09-30,0,USD
NOVN,NOVN,2023-11-13,2023-09-30,-0.195,USD
NOVNQ,NOVNQ,2023-09-25,2023-06-30,-0.09,USD
NOVNQ,NOVNQ,2023-11-13,2023-09-30,-0.1267,USD
NOVT,Novanta Inc,2023-11-06,2023-09-30,0.74,USD
NOW,ServiceNow Inc,2023-10-24,2023-09-30,2.56,USD
NPCE,NeuroPace Inc,2023-11-06,2023-09-30,-0.41,USD
NPHC,NPHC,2023-11-29,2023-09-30,0,USD
NPIFF,NPIFF,2023-11-07,2023-09-30,,CAD
NPK,National Presto Industries Inc,2023-10-26,2023-09-30,,USD
NPO,EnPro Industries Inc,2023-10-30,2023-09-30,1.59,USD
NPSCY,NPSCY,2023-11-03,2023-09-30,0.6449,JPY
NPSKY,NPSKY,2023-10-30,2023-09-30,0,JPY
NPSNY,NPSNY,2023-11-24,2023-09-30,0,USD
NR,Newpark Resources Inc,2023-10-30,2023-09-30,0.0672,USD
NRBO,NeuroBo Pharmaceuticals Inc,2023-11-13,2023-09-30,-0.11,USD
NRC,National Research Corp,2023-11-07,2023-09-30,,USD
NRDS,Nerdwallet Inc - Class A,2023-10-31,2023-09-30,-0.08,USD
NRDY,Nerdy Inc - Class A,2023-11-13,2023-09-30,-0.0775,USD
NREF,NexPoint Real Estate Finance Inc,2023-10-25,2023-09-30,0.47,USD
NRG,NRG Energy Inc,2023-11-06,2023-09-30,4.43,USD
NRGV,Energy Vault Holdings Inc,2023-11-13,2023-09-30,-0.15,USD
NRIM,Northrim Bancorp Inc,2023-10-24,2023-09-30,1.25,USD
NRIX,Nurix Therapeutics Inc,2023-10-04,2023-08-31,-0.76,USD
NROM,NROM,2023-11-07,2023-09-30,,USD
NRP,Natural Resource Partners LP,2023-11-01,2023-09-30,,USD
NRSN,NeuroSense Therapeutics Ltd,2023-11-25,2023-09-30,-0.26,USD
NRT,North European Oil Royalty Trust,2023-11-14,2023-10-31,,USD
NRXP,NRX Pharmaceuticals Inc,2023-11-13,2023-09-30,-0.12,USD
NS,Nustar Energy L P,2023-11-01,2023-09-30,0.21,USD
NSA,National Storage Affiliates Trust,2023-10-31,2023-09-30,0.24,USD
NSANY,NSANY,2023-11-08,2023-09-30,0.3178,JPY
NSC,Norfolk Southern Corp,2023-10-24,2023-09-30,2.96,USD
NSCIF,NSCIF,2023-11-27,2023-09-30,,CAD
NSFDF,NSFDF,2023-11-07,2023-09-30,,CAD
NSIT,Insight Enterprises Inc,2023-11-01,2023-09-30,2.33,USD
NSLPQ,NSLPQ,2023-11-06,2023-09-30,0,USD
NSP,Insperity Inc,2023-10-30,2023-09-30,0.86,USD
NSPR,InspireMD Inc,2023-11-06,2023-09-30,-0.15,USD
NSRCF,NSRCF,2023-09-27,2023-06-30,0,USD
NSRCF,NSRCF,2023-11-13,2023-09-30,0,USD
NSRGY,NSRGY,2023-10-19,2023-09-30,0,CHF
NSRPF,NSRPF,2023-11-09,2023-10-31,,CAD
NSSC,NAPCO Security Technologies Inc,2023-11-06,2023-09-30,0.21,USD
NSTG,Nanostring Technologies Inc,2023-11-06,2023-09-30,-0.56,USD
NSTM,NSTM,2023-11-01,2023-09-30,0,USD
NSUPF,NSUPF,2023-11-29,2023-09-30,,CAD
NSYS,Nortech Systems Inc,2023-11-07,2023-09-30,,USD
NTAP,Netapp Inc,2023-11-28,2023-10-31,1.39,USD
NTB,Bank of N T Butterfield & Son Ltd,2023-10-30,2023-09-30,1.17,USD
NTCO,Natura &Co Holding S.A.,2023-11-13,2023-09-30,-0.0708,BRL
NTCT,Netscout Systems Inc,2023-10-25,2023-09-30,0.54,USD
NTDOY,NTDOY,2023-11-02,2023-09-30,0.4478,JPY
NTES,NetEase Inc,2023-11-15,2023-09-30,1.46,CNY
NTGR,Netgear Inc,2023-10-24,2023-09-30,-0.04,USD
NTIC,Northern Technologies International Corp,2023-11-13,2023-08-31,0.18,USD
NTIOF,NTIOF,2023-12-01,2023-10-31,1.73,CAD
NTIP,Network-1 Technologies Inc,2023-11-13,2023-09-30,,USD
NTLA,Intellia Therapeutics Inc,2023-11-01,2023-09-30,-1.49,USD
NTNX,Nutanix Inc - Class A,2023-11-28,2023-10-31,0.17,USD
NTOIY,NTOIY,2023-10-26,2023-09-30,0.3731,EUR
NTR,Nutrien Ltd,2023-11-01,2023-09-30,0.67,USD
NTRA,Natera Inc,2023-11-06,2023-09-30,-0.95,USD
NTRB,Nutriband Inc,2023-11-30,2023-10-31,-0.06,USD
NTRS,Northern Trust Corp,2023-10-18,2023-09-30,1.51,USD
NTST,Netstreit Corp,2023-10-25,2023-09-30,0.04,USD
NTTYY,NTTYY,2023-11-07,2023-09-30,0.6607,JPY
NTWK,Netsol Technologies Inc,2023-11-08,2023-09-30,,USD
NTZ,Natuzzi S.P.A.,2023-09-29,2023-06-30,,EUR
NTZ,Natuzzi S.P.A.,2023-10-02,2023-09-30,,EUR
NU,Nu Holdings Ltd Class A,2023-11-14,2023-09-30,0.06,USD
NUE,Nucor Corp,2023-10-24,2023-09-30,4.55,USD
NULGF,NULGF,2023-11-23,2023-09-30,,CAD
NUMIF,NUMIF,2023-11-27,2023-08-31,,CAD
NURO,Neurometrix Inc,2023-10-18,2023-09-30,,USD
NUS,Nu Skin Enterprises Inc - Class A,2023-10-31,2023-09-30,0.63,USD
NUTX,Nutex Health Inc,2023-11-20,2023-09-30,-0.005,USD
NUVA,Nuvasive Inc,2023-11-07,2023-09-30,0.54,USD
NUVB,Nuvation Bio Inc - Class A,2023-11-01,2023-09-30,-0.11,USD
NUVL,Nuvalent Inc - Class A,2023-11-09,2023-09-30,-0.5731,USD
NUVM,NUVM,2023-11-14,2023-09-30,0,USD
NUVR,NUVR,2023-11-07,2023-09-30,,USD
NUVSF,NUVSF,2023-11-08,2023-09-30,,CAD
NUWE,Nuwellis Inc,2023-11-06,2023-09-30,-3.11,USD
NUZE,Nuzee Inc,2023-12-23,2023-09-30,-1.88,USD
NVACF,NVACF,2023-11-06,2023-09-30,,CAD
NVAX,Novavax Inc,2023-11-06,2023-09-30,-1.34,USD
NVCN,NVCN,2023-11-08,2023-09-30,,USD
NVCR,NovoCure Ltd,2023-10-25,2023-09-30,-0.52,USD
NVCT,Nuvectis Pharma Inc,2023-11-03,2023-09-30,-0.34,USD
NVDA,NVIDIA Corp,2023-11-21,2023-10-31,3.34,USD
NVEC,NVE Corp,2023-10-17,2023-09-30,,USD
NVEE,NV5 Global Inc,2023-11-01,2023-09-30,1.43,USD
NVEI,Nuvei Corporation (Sub Voting),2023-11-01,2023-09-30,0.41,USD
NVFY,Nova Lifestyle Inc,2023-11-16,2023-09-30,,USD
NVGS,Navigator Holdings Ltd,2023-11-21,2023-09-30,0.29,USD
NVIV,InVivo Therapeutics Holdings Corp,2023-11-10,2023-09-30,0,USD
NVLPF,NVLPF,2023-11-08,2023-09-30,,USD
NVMI,Nova Ltd,2023-11-01,2023-09-30,1.09,USD
NVNO,enVVeno Medical Corporation,2023-10-23,2023-09-30,-0.51,USD
NVNT,NVNT,2023-11-13,2023-09-30,,USD
NVNXF,NVNXF,2023-11-29,2023-09-30,0,USD
NVO,Novo Nordisk,2023-11-02,2023-09-30,0.6691,DKK
NVR,NVR Inc,2023-10-23,2023-09-30,115.61,USD
NVRI,Enviri Corp,2023-10-30,2023-09-30,-0.03,USD
NVRO,Nevro Corp,2023-10-31,2023-09-30,-0.77,USD
NVRVF,NVRVF,2023-11-27,2023-09-30,,CAD
NVS,Novartis AG,2023-10-24,2023-09-30,1.82,USD
NVSEF,NVSEF,2023-10-24,2023-09-30,1.82,USD
NVST,Envista Holdings Corp,2023-11-01,2023-09-30,0.47,USD
NVT,nVent Electric plc,2023-10-26,2023-09-30,0.74,USD
NVTA,Invitae Corp,2023-11-06,2023-09-30,-0.31,USD
NVTS,Navitas Semiconductor Corp,2023-11-07,2023-09-30,-0.05,USD
NVVE,Nuvve Holding Corp,2023-11-13,2023-09-30,-0.26,USD
NVX,Novonix Ltd,2023-11-29,2023-09-30,0,USD
NVZMY,NVZMY,2023-10-26,2023-09-30,0.4459,DKK
NWBI,Northwest Bancshares Inc,2023-10-23,2023-09-30,0.24,USD
NWBO,NWBO,2023-11-07,2023-09-30,,USD
NWCN,NWCN,2023-10-24,2023-09-30,,USD
NWE,Northwestern Corp,2023-10-23,2023-09-30,0.83,USD
NWFL,Norwood Financial Corp,2023-10-24,2023-09-30,,USD
NWG,NatWest Group Plc,2023-10-27,2023-09-30,0.2789,GBP
NWHUF,NWHUF,2023-11-13,2023-09-30,,CAD
NWL,Newell Brands Inc,2023-10-26,2023-09-30,0.23,USD
NWLI,National Western Life Group Inc - Class A,2023-11-07,2023-09-30,,USD
NWN,Northwest Natural Holding Company,2023-11-06,2023-09-30,-0.67,USD
NWPIF,NWPIF,2023-11-01,2023-09-30,,CAD
NWPP,NWPP,2023-11-13,2023-09-30,,USD
NWPX,Northwest Pipe Company,2023-11-06,2023-09-30,0.82,USD
NWS,News Corp - Class B,2023-11-02,2023-09-30,0.1102,USD
NWSA,News Corp - Class A,2023-11-06,2023-09-30,0.11,USD
NWVCF,NWVCF,2023-12-13,2023-09-30,,CAD
NWXPF,NWXPF,2023-10-09,2023-07-31,,CAD
NWXPF,NWXPF,2023-12-11,2023-10-31,,CAD
NWYF,NWYF,2023-10-26,2023-09-30,,USD
NX,Quanex Building Products Corp,2023-12-13,2023-10-31,0.7,USD
NXDT,NexPoint Diversified Real Estate Trust,2023-11-06,2023-09-30,,USD
NXE,NexGen Energy Ltd,2023-11-02,2023-09-30,-0.02,CAD
NXGL,Nexgel Inc,2023-11-07,2023-09-30,-0.12,USD
NXGN,NextGen Healthcare Inc,2023-10-23,2023-09-30,0.25,USD
NXHSF,NXHSF,2023-11-06,2023-09-30,,CAD
NXNN,NXNN,2023-11-29,2023-09-30,0,USD
NXOPF,NXOPF,2023-11-13,2023-09-30,,CAD
NXPI,NXP Semiconductors NV,2023-11-06,2023-09-30,3.59,USD
NXPL,NextPlat Corp,2023-11-13,2023-09-30,0,USD
NXRT,NexPoint Residential Trust Inc,2023-10-23,2023-09-30,-0.2,USD
NXST,Nexstar Media Group Inc,2023-11-06,2023-09-30,1.51,USD
NXT,Nextracker Inc - Class A,2023-11-29,2023-09-30,0,USD
NXTC,Nextcure Inc,2023-11-01,2023-09-30,-0.66,USD
NXTTF,NXTTF,2023-10-26,2023-08-31,,CAD
NYAX,Nayax Ltd,2023-11-16,2023-09-30,-0.1033,USD
NYC,American Strategic Investment Co - Class A,2023-11-08,2023-09-30,,USD
NYCB,New York Community Bancorp Inc,2023-10-24,2023-09-30,0.36,USD
NYMT,New York Mortgage Trust Inc,2023-10-31,2023-09-30,0.1,USD
NYMX,NYMX,2023-11-16,2023-09-30,,USD
NYMXF,NYMXF,2023-11-16,2023-09-30,,USD
NYT,New York Times Co. - Class A,2023-10-31,2023-09-30,0.29,USD
NYXH,Nyxoah SA,2023-11-08,2023-09-30,-0.4603,EUR
NZERF,NZERF,2023-11-23,2023-09-30,,CAD
O,Realty Income Corp,2023-10-31,2023-09-30,0.32,USD
OAK-PA,OAK-PA,2023-11-10,2023-09-30,,USD
OAMCF,OAMCF,2023-11-14,2023-09-30,,CAD
OAOFY,OAOFY,2023-11-27,2023-09-30,0,RUB
OASMY,OASMY,2023-11-16,2023-10-31,0,SEK
OB,Outbrain Inc,2023-11-06,2023-09-30,-0.02,USD
OBDC,Blue Owl Capital Corp,2023-10-31,2023-09-30,0.47,USD
OBE,Obsidian Energy Ltd,2023-11-06,2023-09-30,0.27,CAD
OBGRF,OBGRF,2023-11-07,2023-09-30,,CAD
OBK,Origin Bancorp Inc,2023-10-24,2023-09-30,0.64,USD
OBLG,Oblong Inc,2023-11-08,2023-09-30,,USD
OBNK,OBNK,2023-10-24,2023-09-30,0.72,USD
OBNNF,OBNNF,2023-11-07,2023-09-30,,CAD
OBT,Orange County Bancorp Inc,2023-10-26,2023-09-30,1.13,USD
OC,Owens Corning,2023-10-24,2023-09-30,3.81,USD
OCANF,OCANF,2023-10-26,2023-09-30,0.0524,USD
OCAX,OCA Acquisition Corp - Class A,2023-11-08,2023-09-30,,USD
OCC,Optical Cable Corp,2023-12-20,2023-10-31,,USD
OCCI,OFS Credit Company Inc,2023-12-11,2023-10-31,0.29,USD
OCEL,OCEL,2023-09-27,2023-06-30,0,USD
OCFC,OceanFirst Financial Corp,2023-10-23,2023-09-30,0.4,USD
OCFT,Oneconnect Financial Technology Co Ltd,2023-11-08,2023-09-30,-0.01,CNY
OCGN,Ocugen Inc,2023-11-06,2023-09-30,-0.07,USD
OCGSF,OCGSF,2023-12-11,2023-11-30,,CAD
OCLN,OCLN,2023-11-14,2023-09-30,,USD
OCN,Ocwen Financial Corp,2023-11-01,2023-09-30,1.1,USD
OCSL,Oaktree Specialty Lending Corp,2023-11-13,2023-09-30,0.63,USD
OCUL,Ocular Therapeutix Inc,2023-11-06,2023-09-30,-0.29,USD
OCUP,Ocuphire Pharma Inc,2023-11-02,2023-09-30,-0.22,USD
OCX,Oncocyte Corporation,2023-11-08,2023-09-30,-1.01,USD
ODC,Oil-Dri Corp Of America,2023-10-11,2023-07-31,,USD
ODC,Oil-Dri Corp Of America,2023-12-04,2023-10-31,,USD
ODD,ODDITY Tech Ltd - Class A,2023-11-29,2023-09-30,0.1083,USD
ODFL,Old Dominion Freight Line Inc,2023-10-26,2023-09-30,2.82,USD
ODII,ODII,2023-11-06,2023-09-30,,USD
ODP,ODP Corporation (The),2023-10-31,2023-09-30,1.56,USD
ODTC,ODTC,2023-11-09,2023-09-30,0,USD
ODTCD,ODTCD,2023-11-09,2023-09-30,0,USD
ODV,Osisko Development Corp,2023-11-07,2023-09-30,,CAD
OEC,Orion S.A,2023-11-01,2023-09-30,0.46,USD
OEDVQ,OEDVQ,2023-11-16,2023-09-30,0,USD
OERLY,OERLY,2023-11-02,2023-09-30,0,CHF
OESX,Orion Energy Systems Inc,2023-11-06,2023-09-30,-0.14,USD
OEZVY,OEZVY,2023-11-02,2023-09-30,0,EUR
OFC,OFC,2023-10-25,2023-09-30,0.28,USD
OFED,OFED,2023-11-13,2023-09-30,,USD
OFG,OFG Bancorp,2023-10-20,2023-09-30,0.94,USD
OFIX,Orthofix Medical Inc,2023-11-01,2023-09-30,-0.21,USD
OFLX,Omega Flex Inc,2023-10-18,2023-09-30,,USD
OFS,OFS Capital Corp,2023-11-02,2023-09-30,0.38,USD
OFSTF,OFSTF,2023-11-13,2023-09-30,-0.025,USD
OGE,Oge Energy Corp,2023-11-01,2023-09-30,1.15,USD
OGEN,Oragenics Inc,2023-11-13,2023-09-30,,USD
OGGNF,OGGNF,2023-11-29,2023-09-30,,CAD
OGI,OrganiGram Holdings Inc,2023-11-27,2023-08-31,-0.1,CAD
OGN,Organon & Company,2023-11-01,2023-09-30,1.07,USD
OGNRF,OGNRF,2023-11-27,2023-09-30,,CAD
OGS,ONE Gas Inc,2023-10-30,2023-09-30,0.43,USD
OHCS,OHCS,2023-11-08,2023-09-30,,USD
OHI,Omega Healthcare Investors Inc,2023-10-31,2023-09-30,0.33,USD
OI,O-I Glass Inc,2023-10-30,2023-09-30,0.7,USD
OIBRQ,OIBRQ,2023-11-08,2023-09-30,-0.1262,BRL
OIBZQ,OIBZQ,2023-11-08,2023-09-30,-0.0229,BRL
OIG,OIG,2023-11-07,2023-09-30,,USD
OII,Oceaneering International Inc,2023-10-24,2023-09-30,0.31,USD
OIIIF,OIIIF,2023-11-06,2023-09-30,,CAD
OIIM,OIIM,2023-11-02,2023-09-30,,USD
OILCF,OILCF,2023-11-06,2023-09-30,,USD
OILSF,OILSF,2023-11-06,2023-09-30,,CAD
OIS,Oil States International Inc,2023-10-25,2023-09-30,0.04,USD
OJIPY,OJIPY,2023-11-07,2023-09-30,0,JPY
OKE,Oneok Inc,2023-10-30,2023-09-30,1.08,USD
